antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_list,consequents_list
frozenset({'Piperacillin tazobactam_I_R'}),frozenset({'Cefepime_I_R'}),0.6636429784137764,0.649284501576522,0.6176570458404075,0.9307068196769241,1.4334345227971454,0.18676394537626018,5.06132777840886,0.8989698815350968,['Piperacillin tazobactam_I_R'],['Cefepime_I_R']
frozenset({'Cefepime_I_R'}),frozenset({'Tigecycline_I_S'}),0.649284501576522,0.9499151103565365,0.6031772980839195,0.928987672768024,0.9779691497057482,-0.013587860883931158,0.7052985248582421,-0.06035522186446373,['Cefepime_I_R'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_R'}),frozenset({'Cefepime_I_R'}),0.24467620664564638,0.649284501576522,0.24188697550327432,0.9886003172085647,1.5225995920249953,0.08302250662372171,30.76537346170486,0.4544124186359621,['Ampicillin sulbactam_I_R'],['Cefepime_I_R']
frozenset({'Ciprofloxacin_I_R'}),frozenset({'Cefepime_I_R'}),0.2710162503031773,0.649284501576522,0.26175115207373273,0.9658134956148202,1.4875043116996278,0.08578450107649635,10.25888738058627,0.44957523569051144,['Ciprofloxacin_I_R'],['Cefepime_I_R']
frozenset({'Gentamicin_I_R'}),frozenset({'Cefepime_I_R'}),0.24140189182634003,0.649284501576522,0.23635702158622363,0.979101778358284,1.5079703519503942,0.07961851457212896,16.782073826004307,0.4440519758296712,['Gentamicin_I_R'],['Cefepime_I_R']
frozenset({'Trimethoprim sulfa_I_R'}),frozenset({'Cefepime_I_R'}),0.22864419112296872,0.649284501576522,0.21974290565122484,0.961069269120611,1.480197458567157,0.07128777597958108,9.008705731983989,0.4205769319803296,['Trimethoprim sulfa_I_R'],['Cefepime_I_R']
frozenset({'Cefepime_I_S'}),frozenset({'Ceftazidime_I_S'}),0.35071549842347804,0.3451127819548872,0.31042929905408684,0.8851313969571232,2.564759821248309,0.18939289771846546,5.701185534576965,0.9396496323445609,['Cefepime_I_S'],['Ceftazidime_I_S']
frozenset({'Ceftazidime_I_S'}),frozenset({'Cefepime_I_S'}),0.3451127819548872,0.35071549842347804,0.31042929905408684,0.8995010190456111,2.564759821248309,0.18939289771846546,6.460607813239393,0.9316107054503128,['Ceftazidime_I_S'],['Cefepime_I_S']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Cefepime_I_S'}),0.12437545476594712,0.35071549842347804,0.1175357749211739,0.9450078003120125,2.6945139423834217,0.073915375311288,11.806847248526257,0.7182022879961811,['Ceftriaxone_I_S'],['Cefepime_I_S']
frozenset({'Levofloxacin_I_S'}),frozenset({'Cefepime_I_S'}),0.34996361872422993,0.35071549842347804,0.30897404802328404,0.8828747660960566,2.5173531539516194,0.1862363830523317,5.54350655221754,0.9272671228912783,['Levofloxacin_I_S'],['Cefepime_I_S']
frozenset({'Cefepime_I_S'}),frozenset({'Levofloxacin_I_S'}),0.35071549842347804,0.34996361872422993,0.30897404802328404,0.8809820193637622,2.5173531539516194,0.1862363830523317,5.46166535342687,0.9283409099966063,['Cefepime_I_S'],['Levofloxacin_I_S']
frozenset({'Meropenem_I_S'}),frozenset({'Cefepime_I_S'}),0.34208100897404803,0.35071549842347804,0.2854959980596653,0.834585933068633,2.379666529766234,0.1655228864961258,3.9252072911424207,0.8812225535280526,['Meropenem_I_S'],['Cefepime_I_S']
frozenset({'Cefepime_I_S'}),frozenset({'Meropenem_I_S'}),0.35071549842347804,0.34208100897404803,0.2854959980596653,0.8140387275242047,2.379666529766234,0.1655228864961258,3.5379355188677075,0.8929414638401926,['Cefepime_I_S'],['Meropenem_I_S']
frozenset({'Cefepime_I_S'}),frozenset({'Piperacillin tazobactam_I_S'}),0.35071549842347804,0.3363570215862236,0.30472956585010913,0.8688796680497926,2.5832065700672735,0.18676394537626015,5.061327778408865,0.9439378711218954,['Cefepime_I_S'],['Piperacillin tazobactam_I_S']
frozenset({'Piperacillin tazobactam_I_S'}),frozenset({'Cefepime_I_S'}),0.3363570215862236,0.35071549842347804,0.30472956585010913,0.905970579751947,2.5832065700672735,0.18676394537626015,6.90512075756381,0.9235149773383942,['Piperacillin tazobactam_I_S'],['Cefepime_I_S']
frozenset({'Cefepime_I_S'}),frozenset({'Tigecycline_I_S'}),0.35071549842347804,0.9499151103565365,0.346737812272617,0.98865836791148,1.040786020911281,0.013587860883931158,4.416021367344417,0.06035522186446373,['Cefepime_I_S'],['Tigecycline_I_S']
frozenset({'Imipenem_I_R'}),frozenset({'Ceftazidime_I_R'}),0.3438030560271647,0.6548872180451127,0.33157894736842103,0.9644444444444443,1.4726878428370964,0.1064267204513831,9.706296992481173,0.4891358872138765,['Imipenem_I_R'],['Ceftazidime_I_R']
frozenset({'Ceftazidime_I_R'}),frozenset({'Levofloxacin_I_R'}),0.6548872180451127,0.6500363812757701,0.6095561484356051,0.9307803414688345,1.431889611535392,0.18385563107380382,5.055841449530727,0.8739813696536316,['Ceftazidime_I_R'],['Levofloxacin_I_R']
frozenset({'Levofloxacin_I_R'}),frozenset({'Ceftazidime_I_R'}),0.6500363812757701,0.6548872180451127,0.6095561484356051,0.9377262042461101,1.431889611535392,0.18385563107380382,5.5418619947111525,0.8618671362396235,['Levofloxacin_I_R'],['Ceftazidime_I_R']
frozenset({'Meropenem_I_R'}),frozenset({'Ceftazidime_I_R'}),0.5658501091438273,0.6548872180451127,0.5388309483385884,0.9522503214744963,1.4540676550643858,0.16826294453086388,7.22754147487209,0.7192771378220537,['Meropenem_I_R'],['Ceftazidime_I_R']
frozenset({'Ceftazidime_I_R'}),frozenset({'Meropenem_I_R'}),0.6548872180451127,0.5658501091438273,0.5388309483385884,0.8227843413206918,1.4540676550643858,0.16826294453086388,2.4498393318719995,0.9048464942732982,['Ceftazidime_I_R'],['Meropenem_I_R']
frozenset({'Piperacillin tazobactam_I_R'}),frozenset({'Ceftazidime_I_R'}),0.6636429784137764,0.6548872180451127,0.619815668202765,0.9339595058840728,1.42613793665421,0.18520436429419418,5.225775284919552,0.8883583071334124,['Piperacillin tazobactam_I_R'],['Ceftazidime_I_R']
frozenset({'Ceftazidime_I_R'}),frozenset({'Piperacillin tazobactam_I_R'}),0.6548872180451127,0.6636429784137764,0.619815668202765,0.9464464279100775,1.42613793665421,0.18520436429419418,6.28075791137596,0.865820015695141,['Ceftazidime_I_R'],['Piperacillin tazobactam_I_R']
frozenset({'Ceftazidime_I_R'}),frozenset({'Tigecycline_I_S'}),0.6548872180451127,0.9499151103565365,0.6090710647586709,0.93003962816192,0.9790765701293491,-0.01301619924173758,0.7159037084505867,-0.05831254044574388,['Ceftazidime_I_R'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_R'}),frozenset({'Ceftazidime_I_R'}),0.24467620664564638,0.6548872180451127,0.23744845985932572,0.9704599524187153,1.481873406104353,0.07721313956732723,11.68287833678155,0.4305153978851626,['Ampicillin sulbactam_I_R'],['Ceftazidime_I_R']
frozenset({'Ciprofloxacin_I_R'}),frozenset({'Ceftazidime_I_R'}),0.2710162503031773,0.6548872180451127,0.2579917535774921,0.951942008233399,1.4535968667628252,0.08050667537142639,7.181173604402077,0.4280635221260635,['Ciprofloxacin_I_R'],['Ceftazidime_I_R']
frozenset({'Gentamicin_I_R'}),frozenset({'Ceftazidime_I_R'}),0.24140189182634003,0.6548872180451127,0.23303419839922387,0.9653370842961921,1.4740508864683532,0.0749431850302448,9.956253677672454,0.42393642334322074,['Gentamicin_I_R'],['Ceftazidime_I_R']
frozenset({'Trimethoprim sulfa_I_R'}),frozenset({'Ceftazidime_I_R'}),0.22864419112296872,0.6548872180451127,0.2171719621634732,0.9498249708284714,1.4503641919654042,0.06743580391677717,6.878178003147402,0.4025613070514496,['Trimethoprim sulfa_I_R'],['Ceftazidime_I_R']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Ceftazidime_I_S'}),0.12437545476594712,0.3451127819548872,0.11799660441426146,0.9487129485179407,2.7489939466859723,0.07507304521308122,12.769055719145781,0.7266020114414892,['Ceftriaxone_I_S'],['Ceftazidime_I_S']
frozenset({'Levofloxacin_I_S'}),frozenset({'Ceftazidime_I_S'}),0.34996361872422993,0.3451127819548872,0.30463254911472226,0.870469193984337,2.522274570804288,0.18385563107380382,5.055841449530725,0.9284595064543888,['Levofloxacin_I_S'],['Ceftazidime_I_S']
frozenset({'Ceftazidime_I_S'}),frozenset({'Levofloxacin_I_S'}),0.3451127819548872,0.34996361872422993,0.30463254911472226,0.8827043362147726,2.522274570804288,0.18385563107380382,5.541861994711163,0.9215822833407679,['Ceftazidime_I_S'],['Levofloxacin_I_S']
frozenset({'Meropenem_I_S'}),frozenset({'Ceftazidime_I_S'}),0.34208100897404803,0.3451127819548872,0.27596410380790687,0.8067214974475326,2.337559023105051,0.15790757514693843,3.388308629240012,0.8697169762011249,['Meropenem_I_S'],['Ceftazidime_I_S']
frozenset({'Ceftazidime_I_S'}),frozenset({'Piperacillin tazobactam_I_S'}),0.3451127819548872,0.3363570215862236,0.3012854717438758,0.8730058331576358,2.595473788656571,0.18520436429419415,5.225775284919548,0.9386561119572123,['Ceftazidime_I_S'],['Piperacillin tazobactam_I_S']
frozenset({'Piperacillin tazobactam_I_S'}),frozenset({'Ceftazidime_I_S'}),0.3363570215862236,0.3451127819548872,0.3012854717438758,0.8957311796942602,2.595473788656571,0.18520436429419415,6.280757911375953,0.926271971308994,['Piperacillin tazobactam_I_S'],['Ceftazidime_I_S']
frozenset({'Ceftazidime_I_S'}),frozenset({'Tigecycline_I_S'}),0.3451127819548872,0.9499151103565365,0.34084404559786563,0.9876308946517676,1.0397043734582503,0.013016199241737636,4.049192583732071,0.058312540445744125,['Ceftazidime_I_S'],['Tigecycline_I_S']
frozenset({'Ceftriaxone_I_R'}),frozenset({'Tigecycline_I_S'}),0.4293718166383701,0.9499151103565365,0.41353383458646614,0.9631135965655538,1.0138943849456858,0.00566705800044226,1.3578143971795305,0.024015597229214536,['Ceftriaxone_I_R'],['Tigecycline_I_S']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Levofloxacin_I_S'}),0.12437545476594712,0.34996361872422993,0.11603201552267767,0.9329173166926678,2.6657551436162374,0.07250513129231503,9.690077218552766,0.7136298047394144,['Ceftriaxone_I_S'],['Levofloxacin_I_S']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Minocycline_I_S'}),0.12437545476594712,0.4405772495755518,0.11845743390734902,0.952418096723869,2.1617505162634254,0.06366043813185958,11.757048623674484,0.6137469906790166,['Ceftriaxone_I_S'],['Minocycline_I_S']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Piperacillin tazobactam_I_S'}),0.12437545476594712,0.3363570215862236,0.11923356779044385,0.9586583463338534,2.8501214031832114,0.0773990102669378,16.05264713823513,0.7413425725024014,['Ceftriaxone_I_S'],['Piperacillin tazobactam_I_S']
frozenset({'Ceftriaxone_I_S'}),frozenset({'Tigecycline_I_S'}),0.12437545476594712,0.9499151103565365,0.12328401649284501,0.9912246489859594,1.0434876108181055,0.005137892653205939,5.707451424259553,0.047594889653643065,['Ceftriaxone_I_S'],['Tigecycline_I_S']
frozenset({'Imipenem_I_R'}),frozenset({'Levofloxacin_I_R'}),0.3438030560271647,0.6500363812757701,0.3311666262430269,0.9632451499118164,1.4818326753055553,0.1076821318315779,9.521562947055543,0.4955219279055404,['Imipenem_I_R'],['Levofloxacin_I_R']
frozenset({'Imipenem_I_R'}),frozenset({'Meropenem_I_R'}),0.3438030560271647,0.5658501091438273,0.3175357749211739,0.9235978835978835,1.6322306361226206,0.12299477814422138,5.682432781981757,0.5902823643523454,['Imipenem_I_R'],['Meropenem_I_R']
frozenset({'Imipenem_I_R'}),frozenset({'Piperacillin tazobactam_I_R'}),0.3438030560271647,0.6636429784137764,0.34089255396555906,0.9915343915343915,1.4940780265683415,0.11273006987593304,39.73217317487246,0.5039507055768251,['Imipenem_I_R'],['Piperacillin tazobactam_I_R']
frozenset({'Imipenem_I_R'}),frozenset({'Tigecycline_I_S'}),0.3438030560271647,0.9499151103565365,0.31084162017948097,0.9041269841269841,0.9517976651488715,-0.0157420977274777,0.5224086171420858,-0.07164766952994216,['Imipenem_I_R'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_R'}),frozenset({'Imipenem_I_R'}),0.24467620664564638,0.3438030560271647,0.23960708222168325,0.9792823156225219,2.8483816488971128,0.15548665463977596,31.673276415301366,0.8591328070747821,['Ampicillin sulbactam_I_R'],['Imipenem_I_R']
frozenset({'Ciprofloxacin_I_R'}),frozenset({'Imipenem_I_R'}),0.2710162503031773,0.3438030560271647,0.2550327431481931,0.941023805262216,2.7371013397503465,0.16185652806093773,11.126471399017412,0.8705955255373042,['Ciprofloxacin_I_R'],['Imipenem_I_R']
frozenset({'Imipenem_I_R'}),frozenset({'Colistin_I_R'}),0.3438030560271647,0.43317972350230416,0.2994178995876789,0.8708994708994708,2.010480693459417,0.1504893868385845,4.390534108937068,0.7659385173040922,['Imipenem_I_R'],['Colistin_I_R']
frozenset({'Gentamicin_I_R'}),frozenset({'Imipenem_I_R'}),0.24140189182634003,0.3438030560271647,0.22980839194761096,0.9519742791118256,2.768952347638841,0.14681368380697624,13.663448082346521,0.8421489215903212,['Gentamicin_I_R'],['Imipenem_I_R']
frozenset({'Trimethoprim sulfa_I_R'}),frozenset({'Imipenem_I_R'}),0.22864419112296872,0.3438030560271647,0.21387339316032017,0.9353983239630848,2.7207388287123795,0.1352648215093844,10.157583892991655,0.8199235295691232,['Trimethoprim sulfa_I_R'],['Imipenem_I_R']
frozenset({'Imipenem_I_S'}),frozenset({'Tigecycline_I_S'}),0.21101139946640796,0.9499151103565365,0.20831918505942276,0.9872413793103448,1.0392943206680842,0.007876268248802637,3.925572431514707,0.04792040749295182,['Imipenem_I_S'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_S'}),frozenset({'Imipenem_I_S'}),0.12709192335677905,0.21101139946640796,0.10742178025709435,0.8452290076335878,4.005608274107221,0.08060393564870294,5.097780846850828,0.8595979879762642,['Ampicillin sulbactam_I_S'],['Imipenem_I_S']
frozenset({'Meropenem_I_R'}),frozenset({'Levofloxacin_I_R'}),0.5658501091438273,0.6500363812757701,0.5401891826340044,0.954650664380626,1.4686111298986309,0.17236602534165135,7.717061649183658,0.73496403530951,['Meropenem_I_R'],['Levofloxacin_I_R']
frozenset({'Levofloxacin_I_R'}),frozenset({'Meropenem_I_R'}),0.6500363812757701,0.5658501091438273,0.5401891826340044,0.8310137681429797,1.4686111298986306,0.17236602534165135,2.5691435691844293,0.9117649339552452,['Levofloxacin_I_R'],['Meropenem_I_R']
frozenset({'Piperacillin tazobactam_I_R'}),frozenset({'Levofloxacin_I_R'}),0.6636429784137764,0.6500363812757701,0.6152073732718893,0.9270155690373509,1.426097978113129,0.1838152931247241,4.795044835018708,0.8882998956509831,['Piperacillin tazobactam_I_R'],['Levofloxacin_I_R']
frozenset({'Levofloxacin_I_R'}),frozenset({'Piperacillin tazobactam_I_R'}),0.6500363812757701,0.6636429784137764,0.6152073732718893,0.9464199097048616,1.426097978113129,0.1838152931247241,6.277649398003026,0.8537627661575877,['Levofloxacin_I_R'],['Piperacillin tazobactam_I_R']
frozenset({'Levofloxacin_I_R'}),frozenset({'Tigecycline_I_S'}),0.6500363812757701,0.9499151103565365,0.6028134853262188,0.9273534569605612,0.9762487688110286,-0.014665895529118012,0.6894325255955132,-0.06500013762253261,['Levofloxacin_I_R'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_R'}),frozenset({'Levofloxacin_I_R'}),0.24467620664564638,0.6500363812757701,0.23640552995391706,0.966197462331483,1.4863744402047325,0.07735709400169855,10.353175911114462,0.43322084970945307,['Ampicillin sulbactam_I_R'],['Levofloxacin_I_R']
frozenset({'Ciprofloxacin_I_R'}),frozenset({'Levofloxacin_I_R'}),0.2710162503031773,0.6500363812757701,0.2628425903468348,0.9698407016287812,1.4919791100389779,0.08667216773282913,11.60383820660107,0.45234112404223253,['Ciprofloxacin_I_R'],['Levofloxacin_I_R']
frozenset({'Gentamicin_I_R'}),frozenset({'Levofloxacin_I_R'}),0.24140189182634003,0.6500363812757701,0.23383458646616542,0.968652667537426,1.4901514675783765,0.07691457427024645,11.164063772955982,0.4335988654459326,['Gentamicin_I_R'],['Levofloxacin_I_R']
frozenset({'Trimethoprim sulfa_I_R'}),frozenset({'Levofloxacin_I_R'}),0.22864419112296872,0.6500363812757701,0.21855445064273588,0.9558714331176408,1.4704891305339474,0.06992740804543573,7.930545754118539,0.41479453086146706,['Trimethoprim sulfa_I_R'],['Levofloxacin_I_R']
frozenset({'Meropenem_I_S'}),frozenset({'Levofloxacin_I_S'}),0.34208100897404803,0.34996361872422993,0.2803056027164686,0.819412932501418,2.341423189897669,0.160589694919075,3.5995732711085435,0.8707900780433685,['Meropenem_I_S'],['Levofloxacin_I_S']
frozenset({'Levofloxacin_I_S'}),frozenset({'Meropenem_I_S'}),0.34996361872422993,0.34208100897404803,0.2803056027164686,0.8009564072354286,2.341423189897669,0.160589694919075,3.305401504705243,0.8813496383345552,['Levofloxacin_I_S'],['Meropenem_I_S']
frozenset({'Levofloxacin_I_S'}),frozenset({'Piperacillin tazobactam_I_S'}),0.34996361872422993,0.3363570215862236,0.30152801358234294,0.8615981703513756,2.561558448484801,0.18381529312472422,4.795044835018716,0.9378131336173946,['Levofloxacin_I_S'],['Piperacillin tazobactam_I_S']
frozenset({'Piperacillin tazobactam_I_S'}),frozenset({'Levofloxacin_I_S'}),0.3363570215862236,0.34996361872422993,0.30152801358234294,0.8964522642053648,2.561558448484801,0.18381529312472422,6.2776493980030486,0.9185852567092975,['Piperacillin tazobactam_I_S'],['Levofloxacin_I_S']
frozenset({'Levofloxacin_I_S'}),frozenset({'Tigecycline_I_S'}),0.34996361872422993,0.9499151103565365,0.3471016250303177,0.9918220250883637,1.044116483962549,0.014665895529117956,6.124363327674012,0.06500013762253236,['Levofloxacin_I_S'],['Tigecycline_I_S']
frozenset({'Ciprofloxacin_I_S'}),frozenset({'Levofloxacin_I_S'}),0.10075187969924812,0.34996361872422993,0.10029105020616057,0.9954260953298026,2.8443702204205255,0.06503155779334341,142.11848041155648,0.7210783223400855,['Ciprofloxacin_I_S'],['Levofloxacin_I_S']
frozenset({'Meropenem_I_R'}),frozenset({'Piperacillin tazobactam_I_R'}),0.5658501091438273,0.6636429784137764,0.5571671113267038,0.9846549507072438,1.483711849194491,0.18164465955873382,21.91957908828652,0.7509265591241996,['Meropenem_I_R'],['Piperacillin tazobactam_I_R']
frozenset({'Piperacillin tazobactam_I_R'}),frozenset({'Meropenem_I_R'}),0.6636429784137764,0.5658501091438273,0.5571671113267038,0.8395585118046925,1.483711849194491,0.18164465955873382,2.705970230889884,0.9692519042632806,['Piperacillin tazobactam_I_R'],['Meropenem_I_R']
frozenset({'Meropenem_I_R'}),frozenset({'Tigecycline_I_S'}),0.5658501091438273,0.9499151103565365,0.5230172204705311,0.9243034719245606,0.9730379713379199,-0.014492348402085797,0.6616537233193672,-0.05999476464691584,['Meropenem_I_R'],['Tigecycline_I_S']
frozenset({'Ampicillin sulbactam_I_R'}),frozenset({'Meropenem_I_R'}),0.24467620664564638,0.5658501091438273,0.24016492845015766,0.981562252180809,1.7346683093619697,0.10171487021482103,23.546796230952076,0.560714383139599,['Ampicillin sulbactam_I_R'],['Meropenem_I_R']
frozenset({'Ciprofloxacin_I_R'}),frozenset({'Meropenem_I_R'}),0.2710162503031773,0.5658501091438273,0.25685180693669657,0.9477358152854842,1.674888455388792,0.10349723212289288,8.306833699361096,0.5527493783715786,['Ciprofloxacin_I_R'],['Meropenem_I_R']
